,id,publication,title,author,date,body,Henk Bodrogi,Elian Karel,Silvia Marek,Mandor Vann,Isia Vann,Lucio Jakab,Lorenzo Di Stefano,POK,GAStech
279,35,Homeland Illumination,"ELODIS, KRONOS: WILL THE GOVERNMENT RESPOND IN TIME? Part Three",Petrus Gerhard,1998-05-15,"This article is the last installment of a three-part series addressing the growing problem of one community's anguish, government malfeasance, and the alarming influence of multinational corporations on the country of Kronos.
Pondo Reese, editor of the Elodis Weekly Journal, stands at his window, looking out toward the sun setting on the Tiskele River. I've asked him to tell me about the involvement of the government of Kronos in the deeply troubling account of a community's struggle for protection from those who should help them the most: their elected officials, against those who would poison their children and the country's food.
""It took a long time for anyone to respond,"" Reese tells me of their struggle. ""Henk Bodrogi - the man you met - didn't give up. He called every department that could possibly be associated with our problem: interior, justice, foreign affairs, health. Henk and a few other residents made several trips to Abila trying to get someone to listen. Finally, a sympathetic person from the Ministry of Health answered the door, so that's where we started.""
Reese then describes months of meetings at which the government officials demanded documents proving their case: health and crop yield statistics, the scientific test results from Wellness For All, and medical records.
""It's been frustrating. We bring the documents they want, and then they want to confirm the results, or tell us to provide additional information or have closed door meetings. We're currently in the process of negotiating a date for a hearing at the Ministry of Health to present our petition for assistance.""
Has it been worth it?
""You tell me,"" Reese nods out his window. I look over his shoulder to see a group of children kicking a soccer ball in the dust.
""What choice do we have?""",1,0,0,0,0,0,0,0,0
154,237,All News Today,"ELODIS, KRONOS: WILL THE GOVERNMENT RESPOND IN TIME?",,1998-05-15,"This article is the last installment of a three-part series addressing the growing problem of one community's anguish, government malfeasance, and the alarming influence of multinational corporations on the country of Kronos. I've asked him to tell me about the involvement of the government of Kronos in the deeply troubling account of a community's struggle for protection from those who should help them the most: their elected officials, against those who would poison their children and the country's food.
""It took a long time for anyone to respond,"" Reese tells me of their struggle. ""Henk Bodrogi - the man you met - didn't give up. He called every department that could possibly be associated with our problem: interior, justice, foreign affairs, health. Finally, a sympathetic person from the Ministry of Health answered the door, so that's where we started.""
Reese then describes months of meetings at which the government officials demanded documents proving their case: health and crop yield statistics, the scientific test results from Wellness For All, and medical records. We bring the documents they want, and then they want to confirm the results, or tell us to provide additional information or have closed door meetings. We're currently in the process of negotiating a date for a hearing at the Ministry of Health to present our petition for assistance.""
""You tell me,"" Reese nods out his window.",1,0,0,0,0,0,0,0,0
795,814,The Wrap,"ELODIS, KRONOS: WILL THE GOVERNMENT ANSWER ON TIME? Part three",,1998-05-17,"This Article is the last advance of a three-part range the tackling growing problem of one fear of the community, government indictable offense, and the alarming influence of multinational companies on the country of Kronos.
Pondo Reese, editor of the weekly day book Elodis, are themselves at its window, from to the sun placing on the river Tiskele looking at. I have to him me concerning the involvement of the government of Kronos in the diep alarming tell account of the fight of a community for protection against they asked which them would have help most: their preferred civil servants, against them would poison those their children and food of the country.
It took old for everyone to answer, Reese tell me of their fight. Henk Bodrogi - the man met you - did not give up. He called each department which could become perhaps with our problem geassociërd: inland country, justice, foreign affairs, health. Henk and a couple other residents made different travel to Abila trying bring someone to listen. Finally a sympathetic person of the ministry of health the door answered, so that is true we started.
Reese describe then months meetings where the government civil servants document test required their case: health and harvest statistics, the scientific test results of Wellness for all, and medical reports.
It has frustrating been. We bring the documents which they wants confirm has wanted, and then they the results, or our tells to supply extra information or door meetings closed. We are at present during discussing a date for a hearing at the ministry of health our present request for aid.
Has it been worth it?
YOU tell me, signs Reese from its window. I look at concerning its shoulder a group seeing children who kick a football ball in the substance.
Which choice we? has",1,0,0,0,0,0,0,0,0
184,264,Daily Pegasus,"ELODIS, KRONOS: THE GOVERNMENT WILL RESPOND IN TIME? Part three",,1998-05-17,"This article is the installation passed of a series of three parts that deals with the problem every greater time an anguish of the community, the criminal fact of the government, and the alarming influence of multinational corporations in the country of Kronos.
Pondo Reese, editor of the weekly newspaper of Elodis, is stopped in its window, watching towards outside towards the sun that fixes to the river of Tiskele. I have requested that he says to me on the implication of the government of Kronos in the deeply worrisome account of the fight of a community for the protection against which they must help them more: its chosen civil employees, against whom they would poison his children and the food of the country.
""It took from long term so that any person responds,"" Reese says to me of its fight. ""Henk Bodrogi - the man who you satisfied - did not give for above. It called each department that could possibly be associated to our problem: outer interior, justice, subjects, health. Henk and some other residents made several trips to Abila that tried to be able somebody to listen. Finally, a comprehensive person of the ministry of the health answered the door, so that is where we began. ""
Then Reese describes months of the meetings in which the officials of the government demanded the documents that proved their case: statistic of the health and the harvest, the scientific test resultses of the health for all, and medical files.
""It has been frustrating. We bring the documents that wish, and then they wish to confirm the results, or they say to us to provide the additional information or to have closed meetings of the door. We are at the moment in course of negotiation of a date for a hearing in the ministry of the health to present/display our request for the aid.""
Has been worthy of her?
""You say to me,"" the pitchings of Reese towards outside his window. I watch on its shoulder to see a group of children who strike a ball of soccer with the foot in the dust.
""What option we have""",1,0,0,0,0,0,0,0,0
582,622,The Orb,"ELODIS, KRONOS: WILL THE GOVERNMENT ANSWER IN TIME? Part three",,1998-05-17,"This article is the last installment of a series in three parts addressing the problem growing of an anguish of the community, the embezzlement of government, and influences it alarming at the multinational multinationals on the country of Kronos.
Pondo Reese, writer of the weekly newspaper of Elodis, is held with its window, looking at outside towards the sun placing on the river of Tiskele. I asked him to say to me deeply about the participation of the government of Kronos in the alarming account of the fight of a community for protection against those which should help them more: their elected civils servant, counters those which would poison their children and the food of the country.
""It took in the long run so that no matter who answers,"" Reese says to me of their fight. ""Henk Bodrogi - the man whom you met - did not give up. It called each department which could probably be associated our problem: interior, justice, Affairs Foreign, health. Henk and some other residents made several voyages in Abila trying to oblige somebody to listen. In conclusion, a person laid out well of the ministry for health answered the door, as is where we started. "" 
Reese then describes months of the meetings to which the civils servant of government required documents proving their case: statistics of health and output of harvest, scientific test results of health for all, and medical discs.
""It had frustrated. We bring the documents which they want, and then they want to confirm the results, or indicate to us to provide additional information or to have declared meetings closed of door. We are currently in the course of negotiating a date for a hearing with the ministry for health to present our petition for the assistance.""
Was it in value it?
""You say to me,"" of the signs of approval of Reese outside its window. I look above his shoulder to see a group of children giving a kick a ball of football in dust.
""Which choice we do have?""",1,0,0,0,0,0,0,0,0
333,399,Homeland Illumination,POK REPRESENTATIVES MEET WITH KRONOS MINISTER OF HEALTH,Maha Salo,1998-11-14,"ABILA, Kronos - Representatives from the social activist group Protectors of Kronos (POK) met earlier this week with Cesare Nespola, Minister of Health to discuss resolutions to the water contamination that has plagued Elodis since the late 1990s.
""This was a productive meeting,"" POK leader Henk Bodrogi told the Homeland Illumination. ""I am greatly heartened by the interest the government is showing in suffering of the people of Elodis. He seemed to be very responsive to our request to establish improved health care in Elodis, and reverse the contamination responsible for so many of our illnesses.""
The POK formed in 1997 from a grassroots action group in response to the pollution of the Elodis water supply and the resultant sickness and deaths of local residents over the subsequent several years.",1,0,0,0,0,0,0,1,0
344,408,The Wrap,THE REPRESENTATIVES POK COME MINISTER KRONOS VAN GEZONDHEID SAMEN,,1998-11-15,"ABILA, Kronos - the representatives of the social guards of the activist group of Kronos (POK) met in former days these yielded with Cesare Nespola, minister of health to discuss resolutions to water pollution to which Elodis have infested for the recent nineties.
This a productive meeting, POK was the LEADER Henk Bodrogi said. I am very to heartened by the interest the government in suffering people of Elodis show. He seemed very receptive for our request be better establish health care in Elodis, and pollution to turn responsibly for this way much of our sicknesses.
POK formed themselves in 1997, of a group of the basis action in reply to the pollution of water supplies Elodis and the resulting sickness and the sterfgevallen of local residents over further different years.",1,0,0,0,0,0,0,1,0
126,211,The Orb,TO MEET REPRESENTATIVES OF POK THE MINISTER OF KRONOS OF HEALTH,,1998-11-16,"ABILA, Kronos - the representatives of the social activist group guards of Kronos (POK) met earlier this week with Cesare Nespola, minister of health to discuss the resolutions to the contamination of the water which infested Elodis since the Nineties late.
""It was a productive meeting,"" the Chief of POK that Henk Bodrogi indicated. ""I am encouraged considerably by the interest which the government shows in the pain of the people of Elodis. It seemed to be very sensitive to our request to establish the health improved in Elodis, and reverses the contamination responsible so much for several of our diseases.""
The POK formed into 1997 of a group of action of bases in response to the pollution of the supply water of Elodis and disease resulting and to the deaths from the residents above the following several years.",1,0,0,0,0,0,0,1,0
588,628,Daily Pegasus,MEETING OF THE REPRESENTATIVES OF POK WITH THE MINISTER OF KRONOS OF THE HEALTH,,1998-11-16,"ABILA, Kronos - the representatives of the social activist group the protectors of Kronos (POK) solved at the beginning of this week with Will stop Nespola, minister of the health to discuss resolutions to the contamination of the water that has plagued Elodis from last years 90.
""This was a productive meeting,"" POK leader that Henk Bodrogi said. ""The interest I animate myself greatly that the government is demonstrating in the suffering of the people of Elodis. It looked itself to be very responsivo like our request to settle down well-taken care of doctor improved in Elodis, and invests the contamination responsible for so many of our diseases.""
The POK formed in 1997 of a group of the action of the towns in answer to the contamination of the water supply of Elodis and of the resulting disease and to the deaths of local residents on subsequent the several years.",1,0,0,0,0,0,0,1,0
325,391,All News Today,"TAX MEASURE DEFEATED, POK EFFORTS STALLED",,2001-03-22,"Abila, Kronos - A measure to increase taxes on foreign oil and gas development proposed by Minister of Health Cesare Nespola was defeated by a wide margin last week in the General Assembly.
This defeat is a harsh blow to the Protectors of Kronos, an Elodis group that was counting on this funding to provide healthcare and environment cleanup of their drinking and irrigation water.
""We have a meeting planned with the Minister,"" Protectors of Kronos leader Henk Bodrogi told the Homeland Illumination.
Bodrogi is the leader of the Protectors of Kronos, a grassroots environmental group with a mission to reverse the pollution caused by gas drilling in his hometown.",1,0,0,0,0,0,0,1,0
40,134,Homeland Illumination,"TAX MEASURE DEFEATED, POK EFFORTS STALLED",Maha Salo,2001-03-22,"Abila, Kronos - A measure to increase taxes on foreign oil and gas development proposed by Minister of Health Cesare Nespola was defeated by a wide margin last week in the General Assembly.
This defeat is a harsh blow to the Protectors of Kronos, an Elodis group that was counting on this funding to provide healthcare and environment cleanup of their drinking and irrigation water.
""We have a meeting planned with the Minister,"" Protectors of Kronos leader Henk Bodrogi told the Homeland Illumination. ""Don't count us out yet. We plan to improve the measure and Minister Nespola will reintroduce it later this year.""
Bodrogi is the leader of the Protectors of Kronos, a grassroots environmental group with a mission to reverse the pollution caused by gas drilling in his hometown.",1,0,0,0,0,0,0,1,0
407,465,Daily Pegasus,"THE DEFEATED MEASUREMENT, EFFORTS OF THE TAX OF POK WAS CLOGGED",,2001-03-23,"Abila, Kronos - a measurement to increase taxes on the foreign development of the oil and the gas proposed in Minister of the health Will stop Nespola was defeated by a wide margin the week last in the General Assembly.
This defeat is a rough blowing to the protectors of Kronos, group of Elodis that counted in that it financed to provide cleaning of healthcare and of the atmosphere of its water drinking and of the irrigation.
""We have a meeting anticipated with the minister,"" the protectors of the leader of Kronos that Henk Bodrogi said. ""Not to tell us towards outside still. We glide to improve the measurement and minister will reintroducirá it to Nespola at the end of this year.""
Bodrogi is the leader of the protectors of Kronos, an environmental group of the towns with a mission to invest the contamination caused by the gas that it perforates in his native city.",1,0,0,0,0,0,0,1,0
98,187,The Wrap,"REPORTS THE MEASURE OF THE TAX, BLOCKED EFFORTS POK",,2001-03-24,"Abila, Kronos - a measure became taxes at foreign oil and raise gasontwikkeling which by minister of health Cesare Nespola is presented covered by a broad fork last week at the general meeting.
This defeat is a harsh battle to the guards of Kronos, a group Elodis which to this financing added to supply drinking and irrigation water health care and environment cleaning turn of them.
We have a meeting who is planned with the minister, the guards of Kronos to LEADER Henk Bodrogi said. Tel from still us not. We intend improve the measure and the minister Nespola it. later on the year introduce again
Bodrogi are the LEADER of the guards of Kronos, a basis environment group with a task to pollution to turn to which by gas it is caused in its hometown to bore.",1,0,0,0,0,0,0,1,0
400,459,The Orb,"The MEASUREMENT Of TAXES DEMOLISHED, EFFORTS OF FIXED POK A",,2001-03-24,"Abila, Kronos - a measurement to increase taxes on the foreign development of oil and gas proposed by Minister of health Cesare Nespola was demolished by a broad margin last week in the General meeting.
This defeat is a hard blow with the guards of Kronos, a group of Elodis which counted on this placing to provide the cleaning of care of health and environment of their water of drinks and irrigation.
""We hold a meeting envisaged with the minister,"" of the guards of the Chief of Kronos that Henk Bodrogi indicated. ""Not to still count to us outside. We project to improve measurement and the Nespola minister will reintroduce it at the end of this year.""
Bodrogi is the chief of the guards of Kronos, an environmental group of bases with a mission to reverse the pollution caused by gas drilling at its birthplace.",1,0,0,0,0,0,0,1,0
716,743,Homeland Illumination,POK RALLY DRAWS THOUSANDS OF SUPPORTERS,Petrus Gerhard,2009-03-07,"ABILA, Kronos - Thousands of protesters carrying banners reading ""Remember Juliana!"" and chanting ""We want truth!"" rallied in front of the Kronos government offices Saturday morning. Protesters were demanding an accounting of the government revenues from then President Araullo's tax incentives that were signed into law in 1993.
Ten-year old Juliana Vann died in 1998 from an illness caused by contaminated water from GAStech drilling operations. She has become the heart-rending icon of a movement that has gained support from one end of Kronos to the other.
""We were promised better jobs, new roads, better healthcare and a better standard of living,"" said one 20-year old protestor who declined to have her name used. ""All I see are bigger mansions for the ministers and a hospital that costs more to fix than it can make. We won't accept that!""
The protestor was referring to Abila General Hospital built in 1997 ostensibly with money from the increased revenue from the foreign gas operations here on Kronos. The non-profit hospital has had difficulty maintaining its infrastructure, despite the extensive restoration performed sevearl years ago to replace the electrical and plumbing systems.
""The contracts were all given to family and cronies of the ministers,"" accuses 26-year old Jon L., who traveled six hours to attend yesterday's rally. ""What we need is transparency in our government. We need to know what happens to all the money coming in from these foreign companies.
Protest leader Elian Karel addressed the demonstrators at Abila City park. Karel took over POK leadership from Henk Bodrogi, whose ill health forced him down from the position. Karel spoke eloquently about the beginnings of the POK campaign as a grassroots effort for clean water, to the dynamic movement it has become demanding improved government transparency and accountability.
""We aren't asking for anything unreasonable,"" Karel speaks passionately to his ardent listeners. ""All we want is to know how our taxes are being used. We know these corporations are generating records profits at the expense of Kronos, but we see none of the promised improvements. All we want is accountability for those who died because of greed, corruption and disregard of those who they should be protecting.""
Calls to the President's office were not immediately returned.",1,1,0,0,0,0,0,1,1
387,447,News Online Today,POK RALLY DRAWS THOUSANDS OF SUPPORTERS,,2009-03-08,"ABILA, Kronos - Thousands of protesters carrying banners reading ""Remember Juliana!"" rallied in front of the Kronos government offices Saturday morning. She has become the heart-rending icon of a movement that has gained support from one end of Kronos to the other. Karel took over POK leadership from Henk Bodrogi, whose ill health forced him down from the position. Karel spoke eloquently about the beginnings of the POK campaign as a grassroots effort for clean water, to the dynamic movement it has become demanding improved government transparency and accountability. We know these corporations are generating records profits at the expense of Kronos, but we see none of the promised improvements.",1,0,0,0,0,0,0,1,0
457,51,Daily Pegasus,THE POK MEETING DRAWS THOUSANDS OF THOSE IN FAVOR,,2009-03-09,"ABILA, Kronos - the thousands of demonstrators who take the flags that read ""remember Julian"" and singing ""we wished truth"" reunited in front of the morning of Saturday of the governmental offices of Kronos. The demonstrators demanded an accounting of the yields of the then government of the fiscal incentives of president Araullo that were signed in law in 1993.
Of ten years - old Julian Vann died in 1998 of a disease caused by the contaminated water of the operations that they perforated of GAStech. She has made the icon heartrendering of a movement that has gained the aid from a end from Kronos to the other.
""They promised better works to Us, the new ways, healthcare better and a better standard to live,"" 20 years this - old protestor that declined to have its used name. ""All what I see is greater mansions for the ministers and a hospital that costs more to the adjustment than he can do. We will not accept that""
The protestor referred apparently to the general hospital of Abila constructed in 1997 with the money of the increasing yield of the foreign operations of the gas here in Kronos. The nonlucrative hospital has been having difficulty maintaining of its infrastructure, in spite of sevearl made extensive restoration for years to replace the electrical systems and that drilled.
""The contracts all were given to the family and the cronies of the ministers,"" accuse 26 years - old Jon L., that traveled six hours to take care of the meeting of yesterday. ""What we needed it is the transparency in our government. We need to know what happens to all the money that comes inside from these foreign companies.
The leader Elian Karel of the protest dealed with the demonstrators in the park the city of Abila. Karel assumed the control the direction of POK of Henk Bodrogi, that to bad forced it health under the position. Karel spoke eloquent on the principles of the campaign of POK like effort of the towns for the clean water, to the dynamic movement it has the improved transparency demanding turned and responsibility of the government.
""We are not requesting any desrazonable thing,"" Karel speaks enthusiastic to its ardent listeners. ""The only thing that we wished is to know are being used our taxes. We know that these corporations are generating benefits of the files to expenses of Kronos, but do not see no of the engaged improvements. The only thing that we wished is responsibility for that they died due to avarice, the corruption and the indifference of a that must protect.""
The calls to the office of the president were not returned immediately.",1,1,0,0,0,0,0,1,1
132,217,The Wrap,THE COLLECTION POK DRAWS THOUSANDS OF VERDEDIGERS,,2009-03-09,"ABILA, Kronos - thousands of protesters which carry banners that remind Juliana! to read and chanting we want truth! collected for the Kronos government offices Saturday morning. Protesters required an accountancy of the government turnovers of then the tax incentives of president Araullo's who was signed in law in 1993.
Of ten years - old Juliana Vann died in 1998, to a sickness which is caused by polluted water of boring GAStech verrichtingen. They heart-rending the pictogram of a movement which has reached support of one end of Kronos to other, has become.
We were promised better lanes, new ways, better health care and a better standard of living, said one 20 years - old protestor which decreased to have its used name. All to see I am larger lord houses for the ministers and the hospital which costs more to difficult situation than it can make. We that! to approve
Protestor referred to the general hospital Abila that in 1997, seemingly with money of the raised turnover of the foreign gasverrichtingen here on Kronos are built. The hospital has had difficulty which maintains its infrastructure, in spite of the vast restoration those sevearl years is carried out suffered for the elektro and plumber work systems to replace without winstbejag.
The contracts all were given to family and cronies of the ministers, 26 years accuse - old Jon L., which six hours reiste to attend collection yesterday. What we have necessary transparency in our government is. We must know what to already money happens that from these foreign comes commit.
LEADER Elian Karel of the protest aimed the demonstration systems at the park of the city Abila. Karel took over control POK of Henk Bodrogi, of which bad health forced him of the position. Karel spoke eloquently concerning the beginning of the campaign POK as a basis effort for clean water, to the dynamic movement demanding better government transparency and duty of responsibility have become.
We do not ask for unreasonably no matter what, Karel speak passionately to its enthusiastic auditors. We want all must know how our taxes are used. We know these companies report profits at the cost of Kronos produce, but we see none of promised improvements. All we want duty of responsibility for they that because of cupidity, corruption and veronachtzaming of them died which they would have protect.
The question to the office of the President had not immediately returned.",1,1,0,0,0,0,0,1,1
707,735,The Orb,THE GATHERING OF POK DRAWS THOUSANDS OF DEFENDERS,,2009-03-09,"ABILA, Kronos - the thousands of protesters carrying of the banners reading ""remember Juliana!"" and singing ""we want the truth!"" gathered in front of Kronos of government of offices Saturday morning. The protesters required an accountancy of the incomes of government then tax tax incentives of the President Araullo' S which were signed in the law in 1993.
From ten years - old man Juliana Vann died into 1998 of a disease caused by the soiled water of the operations of drilling of GAStech. It became the tearing icon of a movement which received the support of an end of Kronos to the other.
""We were promised best work, of new roads, better care of health and a better level the life,"" the aforementioned one 20 years - the old protestator who refused to make employ his name. ""All which I see are larger manors for the ministers and a hospital who cost the difficulty more than it can make. We will not accept that!""
The protestator referred to the hospital general of Abila builds in 1997 seemingly with money of the increased income of the foreign gas operations here on Kronos. The non-profit-making hospital had the difficulty of maintaining its infrastructure, in spite of the sevearl carried out by wide restoration years ago to replace the electric systems and putting balance.
""All the contracts were given to the family and the buddies ministers,"" shows 26 years - old man Jon L., who travelled during six hours to attend the gathering of yesterday. ""What we have need is transparency in our government. We must know what arrives at any entering money of these alien companies.
The Chief Elian Karel of protest addressed the demonstrators to the park of town of Abila. Karel ensured the control of POK of Henk Bodrogi, whose bad health forced to the bottom of the position. Karel spoke by eloquence about the beginnings about the countryside about POK like effort about bases for clean water, with the dynamic movement it has become demanding improved transparency and the responsibility for government.
""We do not ask anything not very reasonable,"" Karel speaks passionément with its burning listeners. ""Very that we want is of knowing our taxes are employed. We know that these companies produce benefit of discs at the expense of Kronos, but we let us not see any the promised improvements of it. Very that we want is responsibility for those which died because of avarice, the corruption and the negligence of those that they should protect.""
Calls to the office of the president were not immediately turned over.",1,1,0,0,0,0,0,1,1
90,18,Homeland Illumination,POK REMEMBERS MARTYRED LEADER,Petrus Gerhard,2012-06-20,"ABILA, Kronos - In a touching ceremony Wednesday leaders of the activist group Protectors of Kronos paid tribute to their fallen leader, Elian Karel, who was murdered on 19 June 2009 while being illegally detained in a Kronos jail.
""Today we gather to remember Elian Karel,"" Silvia Marek told the rapt assembly, many of whom held up white candles in Karel's honor.
""Elian was born on an Elodis farm not 40 minutes from here, to Jeroen and Antaura Karel. He grew up with the specter of death all around him. By the time Elian was 17 many of his family members and friends were battling constant illness, including his neighbor 10-year old Juliana Vann.""
Marek paused a moment to allow the cries of ""Remember Juliana!"" to fade.
""Elian devoted his life to the people of Elodis as well as all citizens of Kronos, as did his father before him. Elian knew his would be a difficult journey. He had watched his father, Jeroen and the founder of the POK, Henk Bodrogi walk the very path he would tread. Elian knew the course would not be easy, and would leave little time for a personal life. Yet he chose to take those steps despite the challenges he knew he would face.""
""Elian's journey ended three years ago today. But his dream did not die with him. And it is that vision of a healthy and prosperous future for all we are here today to honor.""
Over the course of the afternoon several other speakers paid tribute to not only Elian, but all who have been victims of the environmental catastrophe brought about by greed and corruption of public officials.
The gathering was marred only by the aggravating presence of Abila police in riot gear. The police agitated many of the crowd, causing them to have to leave the assembly rather than be assailed with batons and pepper spray.",1,1,1,0,0,0,0,1,0
665,698,All News Today,POK REMEMBERS MARTYRED LEADER,,2012-06-20,"ABILA, Kronos - In a touching ceremony Wednesday leaders of the activist group Protectors of Kronos paid tribute to their fallen leader, Elian Karel, who was murdered on 19 June 2009 while being illegally detained in a Kronos jail.
""Today we gather to remember Elian Karel,"" Silvia Marek told the rapt assembly, many of whom held up white candles in Karel's honor.
""Elian was born on an Elodis farm not 40 minutes from here, to Jeroen and Antaura Karel. By the time Elian was 17 many of his family members and friends were battling constant illness, including his neighbor 10-year old Juliana Vann.""
""Elian devoted his life to the people of Elodis as well as all citizens of Kronos, as did his father before him. Elian knew his would be a difficult journey. He had watched his father, Jeroen and the founder of the POK, Henk Bodrogi walk the very path he would tread. Elian knew the course would not be easy, and would leave little time for a personal life.
""Elian's journey ended three years ago today.
Over the course of the afternoon several other speakers paid tribute to not only Elian, but all who have been victims of the environmental catastrophe brought about by greed and corruption of public officials. The police agitated many of the crowd, causing them to have to leave the assembly rather than be assailed with batons and pepper spray.",1,1,1,0,0,0,0,1,0
20,116,The Wrap,POK REMIND LEADER MARTYRED,,2012-06-21,"ABILA, Kronos - in LEADERs of moving ceramics Wednesday of activist the group guards of Kronos homage paid to their cases LEADER, Elian Karel, who on 19 June 2009 whereas resistance worker is held in a prison Kronos assassination.
We collect us today to remind Elian Karel, Silvia Marek told rap assembly, much of which supported white candles in the honor of Karel.
Elian were on an agriculture company Elodis of this born not 40 minutes, to Jeroen and Antaura Karel. He grew with the phantom of dead around him. By the time that Elian 17 much of its family members and the friends constant sickness vochten, including its neighbor 10 were years - old Juliana Vann.
Marek paused a moment to permit the shouts of Juliana! to remind to disappear slowly.
Elian are devoted life to people of Elodis as well as all citizens of Kronos, such as its father by him. Elian knew a difficult travel of him would be. He had on its father, Jeroen and the founder of POK, the pace of Henk Bodrogi actual gone paid attention which he would enter. Elian did not know the cursus easy, would be and little time for personal living would leave. But nevertheless he preferred those taking measures in spite of the challenges which he he. under eyes see will have blamed
Travel three years concluded of Elian suffered today. But is not dream died with him. And it is that vision of healthy and we must honor thriving future for all here today.
In the course of the afternoon different other participants not only paid homage to Elian, but everyone who victims of the milieucatastrofe who become by cupidity and corruption of public civil servants are brought about have been.
Collecting was brought in the war only by the worsening presence of police force Abila in babbling couples. The police force acted much of the mob, causing them the assembly must left rather than with batons and pepernevel are stormed.",1,1,1,0,0,0,0,1,0
626,662,The Orb,POK SE POINTS OUT THE CHIEF OF MARTYRED,,2012-06-22,"ABILA, Kronos - in the chiefs moving one Wednesday of ceremony of the guards of group of activist of Kronos poured the homage on their fallen chief, Elian Karel, which was assassinated on June 19, 2009 while being illegally held in prison of Kronos.
""Today we meet to point out Elian Karel to us,"" Silvia Marek said the enthumansiaste, much which delayed the white candles in the honor of Karel.
""Elian was constant with a farm of Elodis not 40 minutes from here, in Jeroen and Antaura Karel. It grew with the spectrum of dead all around him. Before Elian was 17 several of its members of family and the friends fought the constant disease, including its neighbor 10 years - old man Juliana Vann. "" 
Marek made a pause one moment to allow the cries of ""remember Juliana!"" to fade.
""Elian devoted its life to the people of Elodis as well as all the citizens of Kronos, just as his/her father before him. Elian knew that his would be a difficult voyage. It had observed his father, Jeroen and the founder of the POK, walk of Henk Bodrogi the way even as it would go. Elian knew that the course would not be easy, and would leave little time during a personal life. However it chose to take these measurements in spite of the challenges which it knew that it would face.""
The ""voyage of Elian finished three years ago of today. But its dream did not die with him. And it is this vision of healthy and future thrives for all we are here today to honor.""
In afternoon several other loudspeakers paid homage not only to Elian, but all what were victims of the environmental catastrophe caused by avarice and corruption of the public civils servant.
The gathering was disturbed only by the presence of aggravation of the police force of Abila in the speed of riot. The police force agitated much crowd, involving them to have to leave the assembly rather than to be invaded with the sticks and the jet of pepper.",1,1,1,0,0,0,0,1,0
526,572,Daily Pegasus,POK REMEMBERS MARTYRED LEADER,,2012-06-22,"ABILA, Kronos - in the stirring leaders of Wednesday of the ceremony of the protectors of the group of the activist of Kronos the tribute paid to its fallen leader, Elian Karel, that was assassinated the 19 of June of 2009 whereas illegal one being stopped in a jail of Kronos.
""We collected today to remember Elian Karel,"" Silvia Marek we said the assembly of rapt, many of whom supported the white candles in the honor of Karel.
""Elian was taken in a farm of Elodis not 40 minutes of here, to Jeroen and Antaura Karel. It grew above for with the phantom of the death everything around him. For the moment at which Elian was 17 many of their members of the family and the friends fought constant disease, including their neighbor 10 years - old Julian Vann. ""
Marek stopped briefly a little while to allow the shouts of ""remembers Julian"" to descolorar itself.
Elian knew that his it would be a difficult trip. He had watched his father, to Jeroen and founder of the POK, long walk of Henk Bodrogi the same trajectory that he would be above. Elian knew that the course would not be easy, and that it would leave just a short time by a personal life. He chose yet to take those measures in spite of the challenges that he knew that he would do in front. ""
The ""trip of Elian finished three years ago today. But its dream did not die with him. And it is that vision of a healthy one and future prosperous for all we are here today honoring.""
On the course of afternoon several other loudspeakers they paid tribute not only to Elian, but all that have been victims of the environmental catastrophe caused by avarice and the corruption of civil employees.
The meeting was only spoiled by the aggravating presence of the police of Abila in gear of the uproar. The police shook to many of the crowd, doing to have them to leave the assembly rather that to invade with the command batons and the aerosol of the pepper.",1,1,1,0,0,0,0,1,0
