,id,publication,title,author,date,body,Henk Bodrogi,Elian Karel,Silvia Marek,Mandor Vann,Isia Vann,Lucio Jakab,Lorenzo Di Stefano,POK,GAStech
217,294,Homeland Illumination,POK LEADER KAREL ARRESTED,Petrus Gerhard,2009-03-12,"ABILA, Kronos – In another unconscionable move against the citizens of Kronos, earlier today police arrested POK leader Elian Karel on spurious tax evasion charges. He was led - manacled – from a meeting of the Protectors of Kronos in Elodis, a rural township outside Abila.
Demonstrating his trademark humor, Karel lifted his wrists and joked to his supporters as he is led away, “I guess I shouldn’t have sent the President those cases of bottled water for his birthday.”
Karel is the leader of the Protectors of Kronos, an alliance of Kronos citizens from Elodis that has demanded the government clean up the contaminated water caused by gas drilling in their community.
“We didn’t ask for GAStech to come to our community,” Karel spoke at a rally a few months ago. “We didn’t’ ask for our water to become undrinkable, for our children to become sick. Neither Elodis nor the people of Kronos have received any benefit from the extraordinarily large amount of money that GAStech clears every year. I ask: Where is the money going?”
The police representative assured supporters who massed outside the police station that Karel would be treated humanely, but declined to answer questions or allow visitors to see Karel.
“He’s a determined man,” Karel’s attorney Michale Kraft told me over the phone. “He’ll fight these false charges and be out in a few days. He’ll probably complain about the jail food at the next POK rally.”
Kraft plans to meet with Karel Saturday morning.
Calls to the President and Minister of Justice offices were not immediately returned.",0,1,0,0,0,0,0,1,1
819,836,International News,Activist Leader Karel Arrested for Tax Evasion,,2009-03-12,"ABILA, Kronos - Kronos police arrested Elian Karel today on charges of tax evasion. Karel, the leader of the activist group ""Protectors of Kronos"", was conducting a meeting with his supporters when he was arrested. Karel's lawyer, Michale Kraft, released a statement declaring that the charges against his client were false and that he hoped to have Karel released from police custody by week's end. It is clear that Elian Karel, who professes to have the interests of the people of Kronos at heart, must explain to us why he refuses to contribute to the welfare of his nation.",0,1,0,0,0,0,0,1,0
649,683,All News Today,POK LEADER KAREL ARRESTED,,2009-03-12,"ABILA, Kronos ÿ¿¿¿¿¿ In another unconscionable move against the citizens of Kronos, earlier today police arrested POK leader Elian Karel on spurious tax evasion charges.
Demonstrating his trademark humor, Karel lifted his wrists and joked to his supporters as he is led away, ÿ¿¿¿¿¿I guess I shouldnÿ¿¿¿¿¿t have sent the President those cases of bottled water for his birthday.ÿ¿¿¿¿¿
Karel is the leader of the Protectors of Kronos, an alliance of Kronos citizens from Elodis that has demanded the government clean up the contaminated water caused by gas drilling in their community.
ÿ¿¿¿¿¿We didnÿ¿¿¿¿¿t ask for GAStech to come to our community,ÿ¿¿¿¿¿ Karel spoke at a rally a few months ago. Neither Elodis nor the people of Kronos have received any benefit from the extraordinarily large amount of money that GAStech clears every year. I ask: Where is the money going?ÿ¿¿¿¿¿
The police representative assured supporters who massed outside the police station that Karel would be treated humanely, but declined to answer questions or allow visitors to see Karel. Heÿ¿¿¿¿¿ll probably complain about the jail food at the next POK rally.ÿ¿¿¿¿¿
Kraft plans to meet with Karel Saturday morning.",0,1,0,0,0,0,0,1,1
392,451,News Online Today,Activist Leader Karel Arrested for Tax Evasion,,2009-03-12,"ABILA, Kronos - Kronos police arrested Elian Karel today on charges of tax evasion. Karel's lawyer, Michale Kraft, released a statement declaring that the charges against his client were false and that he hoped to have Karel released from police custody by week's end.",0,1,0,0,0,0,0,0,0
332,398,The Abila Post,POK LEADER ARRESTED,,2009-03-12,"ABILA, Kronos - Elian Karel, the charismatic leader of the Protectors of Kronos, was arrested today on charges of tax evasion. Michale Kraft, Karel's lawyer, released a statement asserting that the charges leveled against his client were ""false"" and that he hoped his client ""would be released [from police custody] by week's end.""
Police spokesman Adrien Carman responded the statement by Kraft, stating, ""I think Mr. Kraft has underestimated the seriousness of his client's situation. We have been following his group closely for some time.""
Just last month, Karel's group was responsible for the trespassing incident that blocked entrance to the GAStech - Kronos headquarters. GAStech President and CEO Sten Sanjorge, Jr. condemned the POK as terrorists.",0,1,0,0,0,0,0,1,1
765,788,The Wrap,POK THE LEADER ARRESTED KAREL,,2009-03-13,"ABILA, Kronos - in another unconscionable movement against the former citizens of Kronos, check POK today arrested LEADER Elian Karel on unauthentic belastingontwijkingslasten. He was conducted - manacled - of a meeting of the guards of Kronos in Elodis, a rural municipality Abila.
Indicative is not trade mark mood, levied Karel is pulses on and joked to its verdedigers since he is conducted gone, „I assumes I the President who would have fallen of bottled water for its anniversary will have sent.
Karel are the LEADER of the guards of Kronos, an alliance of citizens Kronos van Elodis which polluted water has required the omhoog clean government that gas is caused in their community to bore.
„We did not ask for GAStech to our community come, a couple spoke Karel months suffered at a collection. „Wij' did not ask undrinkable our water, for our children sick become become. Nor Elodis nor people of Kronos no matter which advantage of the extraordinarily large quantity has received money that GAStech clear each year. I ask: Where the money that? is go
The representative police force insured verdedigers who itself outside the police force mail that Karel are humanly treated grouped, but decreased to ask answer if visitors to permit see Karel.
„He is certain people, the solicitor Michale Kraft van Karel told me concerning the tel. „He will be these false charges fight and from in a couple days. He probably concerning prison food at the next collection POK. complain
Kraft intends Karel Saturday morning meet.
The question to the President and the minister of the offices of the justice had not immediately returned.",0,1,0,0,0,0,0,1,1
796,815,Worldwise,The Karel Chief of activist stopped for tax avoidance,,2009-03-13,"ABILA, Kronos - the police force of Kronos stopped Elian Karel today on expenses of tax avoidance. Karel, the chief of the group ""guards of activist of Kronos"", led a meeting with its defenders when it was stopped. Karel tried to make the light of the situation, but its disciples were clearly worried by the serious one of the expenses levelled against him. The lawyer of Karel, Michale Kraft, released a report/ratio declaring that the expenses against its customer were false and that it hoped to have released Karel of the guard of police force by the end of the week. In response to the report/ratio of Kraft, Carman d' Adrien of spokesman of police force said, ""I think that Mr. Kraft underestimated serious situation of his customer."" It is clear that Elian Karel, which professes to have the interests of the people of Kronos in the middle, must explain to us why it refuses to contribute to the wellbeing of its nation.",0,1,0,0,0,0,0,1,0
776,798,Central Bulletin,POK LEADER ARRESTED,,2009-03-13,"ABILA, Kronos - Elian Karel, the charismatic leader of the Protectors of Kronos, was arrested today on charges of tax evasion. Michale Kraft, Karel's lawyer, released a statement asserting that the charges leveled against his client were ""false"" and that he hoped his client ""would be released [from police custody] by week's end.""
Police spokesman Adrien Carman responded the statement by Kraft, stating, ""I think Mr. Kraft has underestimated the seriousness of his client's situation.
Just last month, Karel's group was responsible for the trespassing incident that blocked entrance to the GAStech - Kronos headquarters.",0,1,0,0,0,0,0,1,1
531,577,News Online Today,POK LEADER KAREL ARRESTED,,2009-03-13,"ABILA, Kronos ÿ¿¿¿¿¿ In another unconscionable move against the citizens of Kronos, earlier today police arrested POK leader Elian Karel on spurious tax evasion charges.
Demonstrating his trademark humor, Karel lifted his wrists and joked to his supporters as he is led away, ÿ¿¿¿¿¿I guess I shouldnÿ¿¿¿¿¿t have sent the President those cases of bottled water for his birthday.ÿ¿¿¿¿¿
Karel is the leader of the Protectors of Kronos, an alliance of Kronos citizens from Elodis that has demanded the government clean up the contaminated water caused by gas drilling in their community. I ask: Where is the money going?ÿ¿¿¿¿¿
The police representative assured supporters who massed outside the police station that Karel would be treated humanely, but declined to answer questions or allow visitors to see Karel.",0,1,0,0,0,0,0,1,0
145,229,The Guide,Karel leader of the activist arrested for the fiscal evasion,,2009-03-13,"ABILA, Kronos - the police of Kronos arrested Elian Karel in loads of fiscal evasion today. Karel, the protective leader of the group ""of the activist of Kronos"", lead a meeting with its those in favor they arrested when it. Tried Karel to make the light of the situation, but their followers were referred clearly on the seriousness of the loads made level against him. The lawyer of Karel, Michale Kraft, sent a declaration declaring that the loads against their client were false and that he hoped to have sent Karel of safekeeping of the police by the end of the week. About answer to the declaration of Kraft, Carman de Adrien of the spokesman of the said police, ""I think that Mr. Kraft has underestimated the seriousness of the situation of his client."" It is clear that Elian Karel, that professes to have the interests of the people of Kronos in the heart, must explain us because he rejects to contribute to the well-being of his nation.",0,1,0,0,0,0,0,1,0
101,19,News Desk,ARRESTED LEADER POK,,2009-03-13,"ABILA, Kronos - Elian Karel, the charismatic LEADER of the guards of Kronos, was arrested today on charges of belastingontwijking. Michale Kraft, the lawyer of Karel, released a declaration claiming that the charges which are levelled against its customer false were and that he hoped its customer [of police force preservation] at the end of the week. are delivered
Answered the declaration to the spokesman Adrien Carman of the police force by Kraft, explaining, I think M. Kraft the seriousness of the situation of its customer have underestimated. We have had dense its group since some time. followed
Only previous month, the group of Karel for violating incident responsible that was entrance to the hoofdkwartier GAStech - Kronos blocked. President and CEO Sten Sanjorge, Jr. of GAStech convicts POK as terrorists.",0,1,0,0,0,0,0,1,1
65,157,Daily Pegasus,ARRESTED LEADER KAREL OF POK,,2009-03-13,"ABILA, Kronos - in another unconscionable movement against the citizens of Kronos, the previous police of today arrested leader Elian Karel of POK in false loads of the fiscal evasion. They lead it - manacled - of a meeting of the protectors of Kronos in Elodis, a rural municipality outer Abila.
Demonstrating its humor of the registered tradename, Karel raised its wrists and joked to its those in favor as they lead far it, “I conjecture who I must not have sent the president those water boxes in bottle for its birthday.”
Karel is the leader of the protectors of Kronos, an alliance of the citizens of Kronos de Elodis that has demanded ascending clean of the government the contaminated water caused by the gas that it perforated in his community.
“We did not request GAStech to come to our community,” ray of Karel in a meeting a few months ago. “'We did not request our water to make undrinkable, so that our children get to be ill. Neither Elodis nor the people of Kronos has received any advantage of the great extraordinary amount of money that GAStech clears every year. I request: Where it is the money that goes”
Those in favor assured representative the police who formed outside the police station of police that Karel would be treated humanly, but declined to answer questions or to allow that the visitors see Karel.
“He is a solved man,” the lawyer of Karel that Michale Kraft said to me on the telephone. “It will fight these false loads and will be towards outside in some days. It will probably complain about the food of the jail in the following meeting of POK.”
Kraft glides to solve with the morning of Karel Saturday.
The calls to the president and the minister of the offices of justice were not returned immediately.",0,1,0,0,0,0,0,1,1
631,667,The Explainer,ARRESTED LEADER OF POK,,2009-03-13,"ABILA, Kronos - Elian Karel, the charismatic leader of the protectors of Kronos, was arrested today in loads of fiscal evasion. Michale Kraft, lawyer of Karel, sent a declaration affirming that the loads made level against their client were ""false"" and that he waited for his client ""would send [of safekeeping of the police] the end of the week.""
The Carman de Adrien of the spokesman of the police responded the declaration by Kraft, indicating, ""I think that Mr. Kraft has underestimated the seriousness of the situation of his client. We have been following its group of fence by a certain hour.""
The last month just, group of Karel was responsible for the violation incident that blocked the entrance to the headquarters of GAStech - of Kronos. President and the CEO Sten Sanjorge, Jr of GAStech condemned the POK like terrorists.",0,1,0,0,0,0,0,1,1
452,505,News Online Today,POK LEADER ARRESTED,,2009-03-13,"ABILA, Kronos - Elian Karel, the charismatic leader of the Protectors of Kronos, was arrested today on charges of tax evasion. Michale Kraft, Karel's lawyer, released a statement asserting that the charges leveled against his client were ""false"" and that he hoped his client ""would be released [from police custody] by week's end.""",0,1,0,0,0,0,0,1,0
396,455,The Orb,CHIEF KAREL OF STOPPED POK,,2009-03-14,"ABILA, Kronos - in another unjust movement against the citizens of Kronos, a police force earlier of today stopped the Chief of POK Elian Karel on incidental expense of tax avoidance. It was carried out - manacled - starting from a meeting of the guards of Kronos in Elodis, rural black suburbs external Abila.
Showing its mood of trade mark, Karel raised its wrists and joked with its defenders as it is carried out far, ""I guess that I should not have sent to the president these cases water bottled for his birthday.""
Karel is the chief of the guards of Kronos, an alliance of the citizens of Kronos d' Elodis which required the clean top of government the soiled water caused by gas drilling in their community.
""We did not ask GAStech to come to our community,"" spoke of Karel to a gathering a few months ago. ""Nous' did not ask our water to become undrinkable, so that our children become sick. Neither Elodis nor the people of Kronos received any advantage of the amount of money extraordinarily large only GAStech releases each year. I ask: Where is the active money?""
The assured defenders representative of police force who piled up apart from the police station that Karel would be treated with humanity, but refused to answer questions or to allow visitors to see Karel.
""He is a determined man,"" the agent of Karel that Michale Kraft indicated to me above the telephone. ""It will fight these false expenses and will be outside in a few days. He will probably complain about food about prison to the next gathering about POK.""
Kraft projects to meet the morning of Karel Saturday.
Calls with the president and the Minister for the offices of justice were not immediately turned over.",0,1,0,0,0,0,0,1,1
514,561,The Truth,The LEADER Karel Arrested of the activist for Belastingontwijking,,2009-03-14,"ABILA, Kronos - the police force Kronos arrested today Elian Karel on charges of belastingontwijking. Karel, the LEADER of the activist group guards Kronos, led a meeting with its verdedigers then he were arrested. Karel tried slightly of the situation make, but are partisans had been clearly involved concerning the seriousness of the charges which are levelled against him. Lawyer of Karel, Michale Kraft, released a declaration explanatory that the charges were against its customer false and that he hoped have Karel delivered of police force preservation at the end of the week. In reply to the declaration of Kraft, the spokesman Adrien aforesaid Carman of the police force, I think M. Kraft the seriousness of the situation of its customer. has underestimated it is clear that Elian Karel, which claim have the interests of people of Kronos at heart must explain to our why he refuses contribution to the well-being of its nation.",0,1,0,0,0,0,0,1,0
701,73,Homeland Illumination,ELIAN KAREL DEAD IN KRONOS JAIL,Petrus Gerhard,2009-06-19,"ABILA, Kronos -Elian Karel, age 28, died Friday while unlawfully incarcerated at the Abila City Prison. Karel was being held on fraudulent tax evasion charges after his arrest on March 12 earlier this year.
His attorney, Michale Kraft made the announcement Friday during a noon press conference.
""We don't know any details yet. What I can tell you is that when I left Elian yesterday after meeting with him in the prison he was in excellent health and good spirits. He was expecting to be released in the next few days and return to his work with the Protectors of Kronos, and was excited to continue the Protectors of Kronos mission to which he dedicated his life. I can assure you that Elian's death will be investigated with all the resources at our disposal and those responsible will be brought to justice.""
Supporters of the POK and others began gathering outside the police station as news spread.
""I can't believe it,"" Kriste Brontes said through her tears, ""We were at the rally in March. He looked and sounded so good. He was so optimistic that changes were coming. Who will be able to lead POK now?""
Karel, from Elodis, had been involved with the POK mission since he was young. He was only a few years older than Juliana Vann, a friend who died in 1998 of toxin poisoning caused by illegal dumping from the Tethyn company GAStech.
Calls to the President's office, the office of the Minister of Justice and the office of the Chief of Police were not immediately returned.",0,1,0,0,0,0,0,1,1
